"Andorra"
"Andorra","Andorra la Vieja"
"Andorra","Canillo"
"Andorra","Encamp"
"Andorra","Escaldes-Engordany"
"Andorra","La Massana"
"Andorra","Ordino"
"Andorra","San Julián de Loria"
"Argentina"
"Argentina","Catamarca"
"Argentina","Chaco"
"Argentina","Chubut"
"Argentina","Ciudad de Buenos Aires"
"Argentina","Córdoba"
"Argentina","Corrientes"
"Argentina","Entre Ríos"
"Argentina","Formosa"
"Argentina","Jujuy"
"Argentina","La Pampa"
"Argentina","La Rioja"
"Argentina","Mendoza"
"Argentina","Misiones"
"Argentina","Neuquén"
"Argentina","Provincia de Buenos Aires"
"Argentina","Río Negro"
"Argentina","Salta"
"Argentina","San Juan"
"Argentina","San Luis"
"Argentina","Santa Cruz"
"Argentina","Santa Fe"
"Argentina","Santiago del Estero"
"Argentina","Tierra del Fuego"
"Argentina","Tucumán"
"Argentina"
"BArelona"
"Bolivia"
"Bolivia","Beni"
"Bolivia","Chuquisaca"
"Bolivia","Cochabamba"
"Bolivia","La Paz"
"Bolivia","Oruro"
"Bolivia","Pando"
"Bolivia","Potosí"
"Bolivia","Santa Cruz"
"Bolivia","Tarija"
"Chile"
"Chile","Antofagasta"
"Chile","Arica y Parinacota"
"Chile","Atacama"
"Chile","Aysén del General Carlos Ibáñez del Campo"
"Chile","Biobío"
"Chile","Coquimbo"
"Chile","La Araucanía"
"Chile","Libertador General Bernardo O'Higgins"
"Chile","Los Lagos"
"Chile","Los Ríos"
"Chile","Magallanes y Antártica Chilena"
"Chile","Maule"
"Chile","Metropolitana de Santiago"
"Chile","Tarapacá"
"Chile","Valparaíso"
"Ciudad Buenos aires"
"Colombia"
"Colombia","Amazonas"
"Colombia","Antioquia"
"Colombia","Arauca"
"Colombia","Atlántico"
"Colombia","Bolívar"
"Colombia","Boyacá"
"Colombia","Caldas"
"Colombia","Caquetá"
"Colombia","Casanare"
"Colombia","Cauca"
"Colombia","Cesar"
"Colombia","Chocó"
"Colombia","Córdoba"
"Colombia","Cundinamarca"
"Colombia","Guainía"
"Colombia","Guaviare"
"Colombia","Huila"
"Colombia","La Guajira"
"Colombia","Magdalena"
"Colombia","Meta"
"Colombia","Nariño"
"Colombia","Norte de Santander"
"Colombia","Putumayo"
"Colombia","Quindío"
"Colombia","Risaralda"
"Colombia","San Andrés y Providencia"
"Colombia","Santander"
"Colombia","Sucre"
"Colombia","Tolima"
"Colombia","Valle del Cauca"
"Colombia","Vaupés"
"Colombia","Vichada"
"Costa Rica"
"Costa Rica","Alajuela"
"Costa Rica","Cartago"
"Costa Rica","Guanacaste"
"Costa Rica","Heredia"
"Costa Rica","Limón"
"Costa Rica","Puntarenas"
"Costa Rica","San José"
"Ecuador"
"Ecuador","Azuay"
"Ecuador","Bolívar"
"Ecuador","Cañar"
"Ecuador","Carchi"
"Ecuador","Chimborazo"
"Ecuador","Cotopaxi"
"Ecuador","El Oro"
"Ecuador","Esmeraldas"
"Ecuador","Galápagos"
"Ecuador","Guayas"
"Ecuador","Imbabura"
"Ecuador","Loja"
"Ecuador","Los Ríos"
"Ecuador","Manabí"
"Ecuador","Morona Santiago"
"Ecuador","Napo"
"Ecuador","Orellana"
"Ecuador","Pastaza"
"Ecuador","Pichincha"
"Ecuador","Santa Elena"
"Ecuador","Santo Domingo de los Tsáchilas"
"Ecuador","Sucumbíos"
"Ecuador","Tungurahua"
"Ecuador","Zamora Chinchipe"
"El Salvador"
"El Salvador","Ahuachapán"
"El Salvador","Cabañas"
"El Salvador","Chalatenango"
"El Salvador","Cuscatlán"
"El Salvador","La Libertad"
"El Salvador","La Paz"
"El Salvador","La Unión"
"El Salvador","Morazán"
"El Salvador","San Miguel"
"El Salvador","San Salvador"
"El Salvador","San Vicente"
"El Salvador","Santa Ana"
"El Salvador","Sonsonate"
"El Salvador","Usulután"
"España"
"España","Álava"
"España","Albacete"
"España","Alicante"
"España","Almería"
"España","Asturias"
"España","Ávila"
"España","Badajoz"
"España","Barcelona"
"España","Burgos"
"España","Cáceres"
"España","Cádiz"
"España","Cantabria"
"España","Castellón"
"España","Ceuta"
"España","Ciudad Real"
"España","Córdoba"
"España","Cuenca"
"España","Gerona"
"España","Granada"
"España","Guadalajara"
"España","Guipúzcoa"
"España","Huelva"
"España","Huesca"
"España","Islas Baleares"
"España","Jaén"
"España","La Coruña"
"España","La Rioja"
"España","Las Palmas"
"España","León"
"España","Lérida"
"España","Lugo"
"España","Madrid"
"España","Málaga"
"España","Melilla"
"España","Murcia"
"España","Navarra"
"España","Orense"
"España","Palencia"
"España","Pontevedra"
"España","Salamanca"
"España","Santa Cruz de Tenerife"
"España","Segovia"
"España","Sevilla"
"España","Soria"
"España","Tarragona"
"España","Teruel"
"España","Toledo"
"España","Valencia"
"España","Valladolid"
"España","Vizcaya"
"España","Zamora"
"España","Zaragoza"
"Gibraltar"
"Gibraltar","Gibraltar"
"Guatemala"
"Guatemala","Alta Verapaz"
"Guatemala","Baja Verapaz"
"Guatemala","Chimaltenango"
"Guatemala","Chiquimula"
"Guatemala","El Progreso"
"Guatemala","El Quiché"
"Guatemala","Escuintla"
"Guatemala","Guatemala"
"Guatemala","Huehuetenango"
"Guatemala","Izabal"
"Guatemala","Jalapa"
"Guatemala","Jutiapa"
"Guatemala","Petén"
"Guatemala","Quetzaltenango"
"Guatemala","Retalhuleu"
"Guatemala","Sacatepéquez"
"Guatemala","San Marcos"
"Guatemala","Santa Rosa"
"Guatemala","Sololá"
"Guatemala","Suchitepéquez"
"Guatemala","Totonicapán"
"Guatemala","Zacapa"
"Honduras"
"Honduras","Atlántida"
"Honduras","Choluteca"
"Honduras","Colón"
"Honduras","Comayagua"
"Honduras","Copán"
"Honduras","Cortés"
"Honduras","El Paraíso"
"Honduras","Francisco Morazán"
"Honduras","Gracias a Dios"
"Honduras","Intibucá"
"Honduras","Islas de la Bahía"
"Honduras","La Paz"
"Honduras","Lempira"
"Honduras","Ocotepeque"
"Honduras","Olancho"
"Honduras","Santa Bárbara"
"Honduras","Valle"
"Honduras","Yoro"
"Madrid"
"México"
"México","Aguascalientes"
"México","Baja California"
"México","Baja California Sur"
"México","Campeche"
"México","Chiapas"
"México","Chihuahua"
"México","Coahuila de Zaragoza"
"México","Colima"
"México","Distrito Federal"
"México","Durango"
"México","Estado de Hidalgo"
"México","Estado de México"
"México","Guanajuato"
"México","Guerrero"
"México","Jalisco"
"México","Michoacán de Ocampo"
"México","Morelos"
"México","Nayarit"
"México","Nuevo León"
"México","Oaxaca"
"México","Puebla"
"México","Querétaro"
"México","Quintana Roo"
"México","San Luis Potosí"
"México","Sinaloa"
"México","Sonora"
"México","Tabasco"
"México","Tamaulipas"
"México","Tlaxcala"
"México","Veracruz de Ignacio de la Llave"
"México","Yucatán"
"México","Zacatecas"
"Nicaragua"
"Nicaragua","Atlántico Norte"
"Nicaragua","Atlántico Sur"
"Nicaragua","Boaco"
"Nicaragua","Carazo"
"Nicaragua","Chinandega"
"Nicaragua","Chontales"
"Nicaragua","Estelí"
"Nicaragua","Granada"
"Nicaragua","Jinotega"
"Nicaragua","León"
"Nicaragua","Madriz"
"Nicaragua","Managua"
"Nicaragua","Masaya"
"Nicaragua","Matagalpa"
"Nicaragua","Nueva Segovia"
"Nicaragua","Río San Juan"
"Nicaragua","Rivas"
"Panamá"
"Panamá","Bocas del Toro"
"Panamá","Chiriquí"
"Panamá","Coclé"
"Panamá","Colón"
"Panamá","Darién"
"Panamá","Emberá-Wounaan"
"Panamá","Guna Yala"
"Panamá","Herrera"
"Panamá","Los Santos"
"Panamá","Ngäbe-Buglé"
"Panamá","Panamá"
"Panamá","Veraguas"
"Paraguay"
"Paraguay","Alto Paraguay"
"Paraguay","Alto Paraná"
"Paraguay","Amambay"
"Paraguay","Boquerón"
"Paraguay","Caaguazú"
"Paraguay","Caazapá"
"Paraguay","Canindeyú"
"Paraguay","Central"
"Paraguay","Concepción"
"Paraguay","Cordillera"
"Paraguay","Distrito Capital"
"Paraguay","Guairá"
"Paraguay","Itapúa"
"Paraguay","Misiones"
"Paraguay","Ñeembucú"
"Paraguay","Paraguarí"
"Paraguay","Presidente Hayes"
"Paraguay","San Pedro"
"Perú"
"Perú","Amazonas"
"Perú","Áncash"
"Perú","Apurímac"
"Perú","Arequipa"
"Perú","Ayacucho"
"Perú","Cajamarca"
"Perú","Callao"
"Perú","Cusco"
"Perú","Huancavelica"
"Perú","Huánuco"
"Perú","Ica"
"Perú","Junín"
"Perú","La Libertad"
"Perú","Lambayeque"
"Perú","Lima"
"Perú","Loreto"
"Perú","Madre de Dios"
"Perú","Moquegua"
"Perú","Pasco"
"Perú","Piura"
"Perú","Puno"
"Perú","San Martín"
"Perú","Tacna"
"Perú","Tumbes"
"Perú","Ucayali"
"Puerto Rico"
"Puerto Rico","Puerto Rico"
"República Dominicana"
"República Dominicana","Azua"
"República Dominicana","Bahoruco"
"República Dominicana","Barahona"
"República Dominicana","Dajabón"
"República Dominicana","Distrito Nacional"
"República Dominicana","Duarte"
"República Dominicana","El Seibo"
"República Dominicana","Elías Piña"
"República Dominicana","Espaillat"
"República Dominicana","Hato Mayor"
"República Dominicana","Hermanas Mirabal"
"República Dominicana","Independencia"
"República Dominicana","La Altagracia"
"República Dominicana","La Romana"
"República Dominicana","La Vega"
"República Dominicana","María Trinidad Sánchez"
"República Dominicana","Monseñor Nouel"
"República Dominicana","Monte Plata"
"República Dominicana","Montecristi"
"República Dominicana","Pedernales"
"República Dominicana","Peravia"
"República Dominicana","Provincia Santo Domingo"
"República Dominicana","Puerto Plata"
"República Dominicana","Samaná"
"República Dominicana","San Cristóbal"
"República Dominicana","San José de Ocoa"
"República Dominicana","San Juan"
"República Dominicana","San Pedro de Macorís"
"República Dominicana","Sánchez Ramírez"
"República Dominicana","Santiago"
"República Dominicana","Santiago Rodríguez"
"República Dominicana","Valverde"
"Spain"
"Uruguay"
"Uruguay","Artigas"
"Uruguay","Canelones"
"Uruguay","Cerro Largo"
"Uruguay","Colonia"
"Uruguay","Durazno"
"Uruguay","Flores"
"Uruguay","Florida"
"Uruguay","Lavalleja"
"Uruguay","Maldonado"
"Uruguay","Montevideo"
"Uruguay","Paysandú"
"Uruguay","Río Negro"
"Uruguay","Rivera"
"Uruguay","Rocha"
"Uruguay","Salto"
"Uruguay","San José"
"Uruguay","Soriano"
"Uruguay","Tacuarembó"
"Uruguay","Treinta y Tres"
"Venezuela"
"Venezuela","Amazonas"
"Venezuela","Anzoátegui"
"Venezuela","Apure"
"Venezuela","Aragua"
"Venezuela","Barinas"
"Venezuela","Bolívar"
"Venezuela","Carabobo"
"Venezuela","Cojedes"
"Venezuela","Delta Amacuro"
"Venezuela","Dependencias Federales"
"Venezuela","Distrito Capital"
"Venezuela","Falcón"
"Venezuela","Guárico"
"Venezuela","Lara"
"Venezuela","Mérida"
"Venezuela","Miranda"
"Venezuela","Monagas"
"Venezuela","Nueva Esparta"
"Venezuela","Portuguesa"
"Venezuela","Sucre"
"Venezuela","Táchira"
"Venezuela","Trujillo"
"Venezuela","Vargas"
"Venezuela","Yaracuy"
"Venezuela","Zulia"
"Zaragoza"
